endpoint,operation,data_size,time
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,1
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,1
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,1
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,1
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,11
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,11
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,1
client,encrypt,64,3
server,decrypt,64,11
server,encrypt,64,3
client,decrypt,64,11
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,1
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,1
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,3
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,12
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,11
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,11
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,3
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,12
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,3
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,3
server,decrypt,64,3
server,encrypt,64,5
client,decrypt,64,3
client,encrypt,64,1
server,decrypt,64,2
server,encrypt,64,1
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,6
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,3
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,11
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,1
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,3
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,12
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,3
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,1
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,3
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,1
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,3
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,12
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,1
server,decrypt,64,2
server,encrypt,64,2
client,decrypt,64,2
client,encrypt,64,2
server,decrypt,64,3
server,encrypt,64,3
client,decrypt,64,3
client,encrypt,64,2
server,decrypt,64,2
